dif,R,RMSE,KGE,name
18.25,0.3881661533092551,23.03056465963691,-0.3216463749727947,leaffiltercubic_SoS_threshold_EVI5
14.5,0.3881661533092551,23.03056465963691,-0.3216463749727947,leaffiltercubic_SoS_threshold_EVI5
18.0,0.3881661533092551,23.03056465963691,-0.3216463749727947,leaffiltercubic_SoS_threshold_EVI5
9.799999999999997,0.3881661533092551,23.03056465963691,-0.3216463749727947,leaffiltercubic_SoS_threshold_EVI5
14.200000000000003,0.3881661533092551,23.03056465963691,-0.3216463749727947,leaffiltercubic_SoS_threshold_EVI5
20.0,0.3881661533092551,23.03056465963691,-0.3216463749727947,leaffiltercubic_SoS_threshold_EVI5
18.400000000000006,0.3881661533092551,23.03056465963691,-0.3216463749727947,leaffiltercubic_SoS_threshold_EVI5
17.166666699999993,0.3881661533092551,23.03056465963691,-0.3216463749727947,leaffiltercubic_SoS_threshold_EVI5
35.16666669999999,0.3881661533092551,23.03056465963691,-0.3216463749727947,leaffiltercubic_SoS_threshold_EVI5
29.166666699999993,0.3881661533092551,23.03056465963691,-0.3216463749727947,leaffiltercubic_SoS_threshold_EVI5
16.0,0.3881661533092551,23.03056465963691,-0.3216463749727947,leaffiltercubic_SoS_threshold_EVI5
-0.4285713999999956,0.3881661533092551,23.03056465963691,-0.3216463749727947,leaffiltercubic_SoS_threshold_EVI5
35.714285700000005,0.3881661533092551,23.03056465963691,-0.3216463749727947,leaffiltercubic_SoS_threshold_EVI5
11.400000000000006,0.3881661533092551,23.03056465963691,-0.3216463749727947,leaffiltercubic_SoS_threshold_EVI5
14.0,0.3881661533092551,23.03056465963691,-0.3216463749727947,leaffiltercubic_SoS_threshold_EVI5
22.5,0.3881661533092551,23.03056465963691,-0.3216463749727947,leaffiltercubic_SoS_threshold_EVI5
13.0,0.3881661533092551,23.03056465963691,-0.3216463749727947,leaffiltercubic_SoS_threshold_EVI5
19.75,0.3881661533092551,23.03056465963691,-0.3216463749727947,leaffiltercubic_SoS_threshold_EVI5
0.5999999999999943,0.3881661533092551,23.03056465963691,-0.3216463749727947,leaffiltercubic_SoS_threshold_EVI5
9.5,0.3881661533092551,23.03056465963691,-0.3216463749727947,leaffiltercubic_SoS_threshold_EVI5
17.166666699999993,0.3881661533092551,23.03056465963691,-0.3216463749727947,leaffiltercubic_SoS_threshold_EVI5
43.0,0.3881661533092551,23.03056465963691,-0.3216463749727947,leaffiltercubic_SoS_threshold_EVI5
42.0,0.3881661533092551,23.03056465963691,-0.3216463749727947,leaffiltercubic_SoS_threshold_EVI5
42.0,0.3881661533092551,23.03056465963691,-0.3216463749727947,leaffiltercubic_SoS_threshold_EVI5
37.0,0.3881661533092551,23.03056465963691,-0.3216463749727947,leaffiltercubic_SoS_threshold_EVI5
39.33333330000001,0.3881661533092551,23.03056465963691,-0.3216463749727947,leaffiltercubic_SoS_threshold_EVI5
40.33333330000001,0.3881661533092551,23.03056465963691,-0.3216463749727947,leaffiltercubic_SoS_threshold_EVI5
42.0,0.3881661533092551,23.03056465963691,-0.3216463749727947,leaffiltercubic_SoS_threshold_EVI5
41.33333330000001,0.3881661533092551,23.03056465963691,-0.3216463749727947,leaffiltercubic_SoS_threshold_EVI5
37.0,0.3881661533092551,23.03056465963691,-0.3216463749727947,leaffiltercubic_SoS_threshold_EVI5
37.33333330000001,0.3881661533092551,23.03056465963691,-0.3216463749727947,leaffiltercubic_SoS_threshold_EVI5
17.666666699999993,0.3881661533092551,23.03056465963691,-0.3216463749727947,leaffiltercubic_SoS_threshold_EVI5
28.5,0.3881661533092551,23.03056465963691,-0.3216463749727947,leaffiltercubic_SoS_threshold_EVI5
-0.5,0.3881661533092551,23.03056465963691,-0.3216463749727947,leaffiltercubic_SoS_threshold_EVI5
30.0,0.3881661533092551,23.03056465963691,-0.3216463749727947,leaffiltercubic_SoS_threshold_EVI5
10.5,0.3881661533092551,23.03056465963691,-0.3216463749727947,leaffiltercubic_SoS_threshold_EVI5
11.5,0.3881661533092551,23.03056465963691,-0.3216463749727947,leaffiltercubic_SoS_threshold_EVI5
19.0,0.3881661533092551,23.03056465963691,-0.3216463749727947,leaffiltercubic_SoS_threshold_EVI5
22.0,0.3881661533092551,23.03056465963691,-0.3216463749727947,leaffiltercubic_SoS_threshold_EVI5
14.5,0.3881661533092551,23.03056465963691,-0.3216463749727947,leaffiltercubic_SoS_threshold_EVI5
0.5,0.3881661533092551,23.03056465963691,-0.3216463749727947,leaffiltercubic_SoS_threshold_EVI5
-11.0,0.3881661533092551,23.03056465963691,-0.3216463749727947,leaffiltercubic_SoS_threshold_EVI5
11.0,0.3881661533092551,23.03056465963691,-0.3216463749727947,leaffiltercubic_SoS_threshold_EVI5
2.5,0.3881661533092551,23.03056465963691,-0.3216463749727947,leaffiltercubic_SoS_threshold_EVI5
-3.5,0.3881661533092551,23.03056465963691,-0.3216463749727947,leaffiltercubic_SoS_threshold_EVI5
7.0,0.3881661533092551,23.03056465963691,-0.3216463749727947,leaffiltercubic_SoS_threshold_EVI5
8.0,0.3881661533092551,23.03056465963691,-0.3216463749727947,leaffiltercubic_SoS_threshold_EVI5
0.0,0.3881661533092551,23.03056465963691,-0.3216463749727947,leaffiltercubic_SoS_threshold_EVI5
-1.0,0.3881661533092551,23.03056465963691,-0.3216463749727947,leaffiltercubic_SoS_threshold_EVI5
-2.0,0.3881661533092551,23.03056465963691,-0.3216463749727947,leaffiltercubic_SoS_threshold_EVI5
38.0,0.3881661533092551,23.03056465963691,-0.3216463749727947,leaffiltercubic_SoS_threshold_EVI5
7.5,0.3881661533092551,23.03056465963691,-0.3216463749727947,leaffiltercubic_SoS_threshold_EVI5
1.0,0.3881661533092551,23.03056465963691,-0.3216463749727947,leaffiltercubic_SoS_threshold_EVI5
-1.0,0.3881661533092551,23.03056465963691,-0.3216463749727947,leaffiltercubic_SoS_threshold_EVI5
26.19999999999999,0.3881661533092551,23.03056465963691,-0.3216463749727947,leaffiltercubic_SoS_threshold_EVI5
42.80000000000001,0.3881661533092551,23.03056465963691,-0.3216463749727947,leaffiltercubic_SoS_threshold_EVI5
38.900000000000006,0.3881661533092551,23.03056465963691,-0.3216463749727947,leaffiltercubic_SoS_threshold_EVI5
20.818181800000005,0.3881661533092551,23.03056465963691,-0.3216463749727947,leaffiltercubic_SoS_threshold_EVI5
2.2307691999999975,0.3881661533092551,23.03056465963691,-0.3216463749727947,leaffiltercubic_SoS_threshold_EVI5
9.916666699999993,0.3881661533092551,23.03056465963691,-0.3216463749727947,leaffiltercubic_SoS_threshold_EVI5
15.3571429,0.3881661533092551,23.03056465963691,-0.3216463749727947,leaffiltercubic_SoS_threshold_EVI5
16.923076899999998,0.3881661533092551,23.03056465963691,-0.3216463749727947,leaffiltercubic_SoS_threshold_EVI5
-2.846153799999996,0.3881661533092551,23.03056465963691,-0.3216463749727947,leaffiltercubic_SoS_threshold_EVI5
20.6153846,0.3881661533092551,23.03056465963691,-0.3216463749727947,leaffiltercubic_SoS_threshold_EVI5
22.846153799999996,0.3881661533092551,23.03056465963691,-0.3216463749727947,leaffiltercubic_SoS_threshold_EVI5
-3.0,0.3881661533092551,23.03056465963691,-0.3216463749727947,leaffiltercubic_SoS_threshold_EVI5
17.25,0.38393063071165723,21.817749960981274,-0.3755825992039752,leaffiltercubic_SoS_threshold_EVI6
13.5,0.38393063071165723,21.817749960981274,-0.3755825992039752,leaffiltercubic_SoS_threshold_EVI6
17.0,0.38393063071165723,21.817749960981274,-0.3755825992039752,leaffiltercubic_SoS_threshold_EVI6
8.799999999999997,0.38393063071165723,21.817749960981274,-0.3755825992039752,leaffiltercubic_SoS_threshold_EVI6
13.200000000000003,0.38393063071165723,21.817749960981274,-0.3755825992039752,leaffiltercubic_SoS_threshold_EVI6
19.0,0.38393063071165723,21.817749960981274,-0.3755825992039752,leaffiltercubic_SoS_threshold_EVI6
17.400000000000006,0.38393063071165723,21.817749960981274,-0.3755825992039752,leaffiltercubic_SoS_threshold_EVI6
16.166666699999993,0.38393063071165723,21.817749960981274,-0.3755825992039752,leaffiltercubic_SoS_threshold_EVI6
35.16666669999999,0.38393063071165723,21.817749960981274,-0.3755825992039752,leaffiltercubic_SoS_threshold_EVI6
28.166666699999993,0.38393063071165723,21.817749960981274,-0.3755825992039752,leaffiltercubic_SoS_threshold_EVI6
14.0,0.38393063071165723,21.817749960981274,-0.3755825992039752,leaffiltercubic_SoS_threshold_EVI6
-3.4285713999999956,0.38393063071165723,21.817749960981274,-0.3755825992039752,leaffiltercubic_SoS_threshold_EVI6
35.714285700000005,0.38393063071165723,21.817749960981274,-0.3755825992039752,leaffiltercubic_SoS_threshold_EVI6
9.400000000000006,0.38393063071165723,21.817749960981274,-0.3755825992039752,leaffiltercubic_SoS_threshold_EVI6
12.0,0.38393063071165723,21.817749960981274,-0.3755825992039752,leaffiltercubic_SoS_threshold_EVI6
17.5,0.38393063071165723,21.817749960981274,-0.3755825992039752,leaffiltercubic_SoS_threshold_EVI6
11.0,0.38393063071165723,21.817749960981274,-0.3755825992039752,leaffiltercubic_SoS_threshold_EVI6
17.75,0.38393063071165723,21.817749960981274,-0.3755825992039752,leaffiltercubic_SoS_threshold_EVI6
-1.4000000000000057,0.38393063071165723,21.817749960981274,-0.3755825992039752,leaffiltercubic_SoS_threshold_EVI6
7.5,0.38393063071165723,21.817749960981274,-0.3755825992039752,leaffiltercubic_SoS_threshold_EVI6
14.166666699999993,0.38393063071165723,21.817749960981274,-0.3755825992039752,leaffiltercubic_SoS_threshold_EVI6
42.0,0.38393063071165723,21.817749960981274,-0.3755825992039752,leaffiltercubic_SoS_threshold_EVI6
41.0,0.38393063071165723,21.817749960981274,-0.3755825992039752,leaffiltercubic_SoS_threshold_EVI6
42.0,0.38393063071165723,21.817749960981274,-0.3755825992039752,leaffiltercubic_SoS_threshold_EVI6
36.0,0.38393063071165723,21.817749960981274,-0.3755825992039752,leaffiltercubic_SoS_threshold_EVI6
39.33333330000001,0.38393063071165723,21.817749960981274,-0.3755825992039752,leaffiltercubic_SoS_threshold_EVI6
39.33333330000001,0.38393063071165723,21.817749960981274,-0.3755825992039752,leaffiltercubic_SoS_threshold_EVI6
42.0,0.38393063071165723,21.817749960981274,-0.3755825992039752,leaffiltercubic_SoS_threshold_EVI6
40.33333330000001,0.38393063071165723,21.817749960981274,-0.3755825992039752,leaffiltercubic_SoS_threshold_EVI6
36.0,0.38393063071165723,21.817749960981274,-0.3755825992039752,leaffiltercubic_SoS_threshold_EVI6
37.33333330000001,0.38393063071165723,21.817749960981274,-0.3755825992039752,leaffiltercubic_SoS_threshold_EVI6
15.666666699999993,0.38393063071165723,21.817749960981274,-0.3755825992039752,leaffiltercubic_SoS_threshold_EVI6
22.5,0.38393063071165723,21.817749960981274,-0.3755825992039752,leaffiltercubic_SoS_threshold_EVI6
-1.5,0.38393063071165723,21.817749960981274,-0.3755825992039752,leaffiltercubic_SoS_threshold_EVI6
29.0,0.38393063071165723,21.817749960981274,-0.3755825992039752,leaffiltercubic_SoS_threshold_EVI6
8.5,0.38393063071165723,21.817749960981274,-0.3755825992039752,leaffiltercubic_SoS_threshold_EVI6
8.5,0.38393063071165723,21.817749960981274,-0.3755825992039752,leaffiltercubic_SoS_threshold_EVI6
15.0,0.38393063071165723,21.817749960981274,-0.3755825992039752,leaffiltercubic_SoS_threshold_EVI6
20.0,0.38393063071165723,21.817749960981274,-0.3755825992039752,leaffiltercubic_SoS_threshold_EVI6
12.5,0.38393063071165723,21.817749960981274,-0.3755825992039752,leaffiltercubic_SoS_threshold_EVI6
-2.5,0.38393063071165723,21.817749960981274,-0.3755825992039752,leaffiltercubic_SoS_threshold_EVI6
-13.0,0.38393063071165723,21.817749960981274,-0.3755825992039752,leaffiltercubic_SoS_threshold_EVI6
9.0,0.38393063071165723,21.817749960981274,-0.3755825992039752,leaffiltercubic_SoS_threshold_EVI6
0.5,0.38393063071165723,21.817749960981274,-0.3755825992039752,leaffiltercubic_SoS_threshold_EVI6
-5.5,0.38393063071165723,21.817749960981274,-0.3755825992039752,leaffiltercubic_SoS_threshold_EVI6
4.0,0.38393063071165723,21.817749960981274,-0.3755825992039752,leaffiltercubic_SoS_threshold_EVI6
6.0,0.38393063071165723,21.817749960981274,-0.3755825992039752,leaffiltercubic_SoS_threshold_EVI6
-1.0,0.38393063071165723,21.817749960981274,-0.3755825992039752,leaffiltercubic_SoS_threshold_EVI6
-4.0,0.38393063071165723,21.817749960981274,-0.3755825992039752,leaffiltercubic_SoS_threshold_EVI6
-4.0,0.38393063071165723,21.817749960981274,-0.3755825992039752,leaffiltercubic_SoS_threshold_EVI6
35.0,0.38393063071165723,21.817749960981274,-0.3755825992039752,leaffiltercubic_SoS_threshold_EVI6
5.5,0.38393063071165723,21.817749960981274,-0.3755825992039752,leaffiltercubic_SoS_threshold_EVI6
-1.0,0.38393063071165723,21.817749960981274,-0.3755825992039752,leaffiltercubic_SoS_threshold_EVI6
-3.0,0.38393063071165723,21.817749960981274,-0.3755825992039752,leaffiltercubic_SoS_threshold_EVI6
25.19999999999999,0.38393063071165723,21.817749960981274,-0.3755825992039752,leaffiltercubic_SoS_threshold_EVI6
40.80000000000001,0.38393063071165723,21.817749960981274,-0.3755825992039752,leaffiltercubic_SoS_threshold_EVI6
35.900000000000006,0.38393063071165723,21.817749960981274,-0.3755825992039752,leaffiltercubic_SoS_threshold_EVI6
17.818181800000005,0.38393063071165723,21.817749960981274,-0.3755825992039752,leaffiltercubic_SoS_threshold_EVI6
-0.7692308000000025,0.38393063071165723,21.817749960981274,-0.3755825992039752,leaffiltercubic_SoS_threshold_EVI6
8.916666699999993,0.38393063071165723,21.817749960981274,-0.3755825992039752,leaffiltercubic_SoS_threshold_EVI6
11.3571429,0.38393063071165723,21.817749960981274,-0.3755825992039752,leaffiltercubic_SoS_threshold_EVI6
8.923076899999998,0.38393063071165723,21.817749960981274,-0.3755825992039752,leaffiltercubic_SoS_threshold_EVI6
-5.846153799999996,0.38393063071165723,21.817749960981274,-0.3755825992039752,leaffiltercubic_SoS_threshold_EVI6
17.6153846,0.38393063071165723,21.817749960981274,-0.3755825992039752,leaffiltercubic_SoS_threshold_EVI6
16.846153799999996,0.38393063071165723,21.817749960981274,-0.3755825992039752,leaffiltercubic_SoS_threshold_EVI6
-8.0,0.38393063071165723,21.817749960981274,-0.3755825992039752,leaffiltercubic_SoS_threshold_EVI6
16.25,0.39444504739395647,20.55150168337381,-0.3921248834728932,leaffiltercubic_SoS_threshold_EVI7
12.5,0.39444504739395647,20.55150168337381,-0.3921248834728932,leaffiltercubic_SoS_threshold_EVI7
16.0,0.39444504739395647,20.55150168337381,-0.3921248834728932,leaffiltercubic_SoS_threshold_EVI7
7.799999999999997,0.39444504739395647,20.55150168337381,-0.3921248834728932,leaffiltercubic_SoS_threshold_EVI7
12.200000000000003,0.39444504739395647,20.55150168337381,-0.3921248834728932,leaffiltercubic_SoS_threshold_EVI7
18.0,0.39444504739395647,20.55150168337381,-0.3921248834728932,leaffiltercubic_SoS_threshold_EVI7
16.400000000000006,0.39444504739395647,20.55150168337381,-0.3921248834728932,leaffiltercubic_SoS_threshold_EVI7
15.166666699999993,0.39444504739395647,20.55150168337381,-0.3921248834728932,leaffiltercubic_SoS_threshold_EVI7
34.16666669999999,0.39444504739395647,20.55150168337381,-0.3921248834728932,leaffiltercubic_SoS_threshold_EVI7
27.166666699999993,0.39444504739395647,20.55150168337381,-0.3921248834728932,leaffiltercubic_SoS_threshold_EVI7
13.0,0.39444504739395647,20.55150168337381,-0.3921248834728932,leaffiltercubic_SoS_threshold_EVI7
-6.428571399999996,0.39444504739395647,20.55150168337381,-0.3921248834728932,leaffiltercubic_SoS_threshold_EVI7
34.714285700000005,0.39444504739395647,20.55150168337381,-0.3921248834728932,leaffiltercubic_SoS_threshold_EVI7
7.400000000000006,0.39444504739395647,20.55150168337381,-0.3921248834728932,leaffiltercubic_SoS_threshold_EVI7
10.0,0.39444504739395647,20.55150168337381,-0.3921248834728932,leaffiltercubic_SoS_threshold_EVI7
12.5,0.39444504739395647,20.55150168337381,-0.3921248834728932,leaffiltercubic_SoS_threshold_EVI7
10.0,0.39444504739395647,20.55150168337381,-0.3921248834728932,leaffiltercubic_SoS_threshold_EVI7
14.75,0.39444504739395647,20.55150168337381,-0.3921248834728932,leaffiltercubic_SoS_threshold_EVI7
-3.4000000000000057,0.39444504739395647,20.55150168337381,-0.3921248834728932,leaffiltercubic_SoS_threshold_EVI7
5.5,0.39444504739395647,20.55150168337381,-0.3921248834728932,leaffiltercubic_SoS_threshold_EVI7
12.166666699999993,0.39444504739395647,20.55150168337381,-0.3921248834728932,leaffiltercubic_SoS_threshold_EVI7
42.0,0.39444504739395647,20.55150168337381,-0.3921248834728932,leaffiltercubic_SoS_threshold_EVI7
41.0,0.39444504739395647,20.55150168337381,-0.3921248834728932,leaffiltercubic_SoS_threshold_EVI7
42.0,0.39444504739395647,20.55150168337381,-0.3921248834728932,leaffiltercubic_SoS_threshold_EVI7
35.0,0.39444504739395647,20.55150168337381,-0.3921248834728932,leaffiltercubic_SoS_threshold_EVI7
38.33333330000001,0.39444504739395647,20.55150168337381,-0.3921248834728932,leaffiltercubic_SoS_threshold_EVI7
38.33333330000001,0.39444504739395647,20.55150168337381,-0.3921248834728932,leaffiltercubic_SoS_threshold_EVI7
41.0,0.39444504739395647,20.55150168337381,-0.3921248834728932,leaffiltercubic_SoS_threshold_EVI7
40.33333330000001,0.39444504739395647,20.55150168337381,-0.3921248834728932,leaffiltercubic_SoS_threshold_EVI7
36.0,0.39444504739395647,20.55150168337381,-0.3921248834728932,leaffiltercubic_SoS_threshold_EVI7
36.33333330000001,0.39444504739395647,20.55150168337381,-0.3921248834728932,leaffiltercubic_SoS_threshold_EVI7
14.666666699999993,0.39444504739395647,20.55150168337381,-0.3921248834728932,leaffiltercubic_SoS_threshold_EVI7
